chrom	scaffold
unplaced	NW_021937679.1
unplaced	NW_021937680.1
unplaced	NW_021937681.1
unplaced	NW_021937683.1
unplaced	NW_021937684.1
unplaced	NW_021937685.1
unplaced	NW_021937686.1
unplaced	NW_021937688.1
unplaced	NW_021937689.1
unplaced	NW_021937690.1
unplaced	NW_021937691.1
unplaced	NW_021937692.1
unplaced	NW_021937693.1
unplaced	NW_021937694.1
unplaced	NW_021937695.1
unplaced	NW_021937697.1
unplaced	NW_021937699.1
unplaced	NW_021937702.1
unplaced	NW_021937703.1
unplaced	NW_021937704.1
unplaced	NW_021937705.1
unplaced	NW_021937707.1
unplaced	NW_021937708.1
unplaced	NW_021937709.1
unplaced	NW_021937710.1
unplaced	NW_021937712.1
unplaced	NW_021937713.1
unplaced	NW_021937714.1
unplaced	NW_021937715.1
unplaced	NW_021937716.1
unplaced	NW_021937717.1
unplaced	NW_021937718.1
unplaced	NW_021937719.1
unplaced	NW_021937722.1
unplaced	NW_021937723.1
unplaced	NW_021937724.1
unplaced	NW_021937725.1
unplaced	NW_021937726.1
unplaced	NW_021937727.1
unplaced	NW_021937728.1
unplaced	NW_021937729.1
unplaced	NW_021937730.1
unplaced	NW_021937731.1
unplaced	NW_021937732.1
unplaced	NW_021937733.1
unplaced	NW_021937734.1
unplaced	NW_021937735.1
unplaced	NW_021937736.1
unplaced	NW_021937737.1
unplaced	NW_021937738.1
unplaced	NW_021937739.1
unplaced	NW_021937740.1
unplaced	NW_021937741.1
unplaced	NW_021937742.1
unplaced	NW_021937743.1
unplaced	NW_021937745.1
unplaced	NW_021937746.1
unplaced	NW_021937747.1
unplaced	NW_021937748.1
unplaced	NW_021937749.1
unplaced	NW_021937750.1
unplaced	NW_021937751.1
unplaced	NW_021937752.1
unplaced	NW_021937754.1
unplaced	NW_021937755.1
unplaced	NW_021937756.1
unplaced	NW_021937757.1
unplaced	NW_021937758.1
unplaced	NW_021937761.1
unplaced	NW_021937762.1
unplaced	NW_021937763.1
unplaced	NW_021937764.1
unplaced	NW_021937765.1
unplaced	NW_021937766.1
unplaced	NW_021937767.1
unplaced	NW_021937768.1
unplaced	NW_021937769.1
unplaced	NW_021937770.1
unplaced	NW_021937771.1
unplaced	NW_021937773.1
unplaced	NW_021937774.1
unplaced	NW_021937775.1
unplaced	NW_021937776.1
unplaced	NW_021937777.1
unplaced	NW_021937778.1
unplaced	NW_021937779.1
unplaced	NW_021937780.1
unplaced	NW_021937781.1
unplaced	NW_021937782.1
unplaced	NW_021937783.1
unplaced	NW_021937784.1
unplaced	NW_021937785.1
unplaced	NW_021937786.1
unplaced	NW_021937787.1
unplaced	NW_021937788.1
unplaced	NW_021937790.1
unplaced	NW_021937791.1
unplaced	NW_021937792.1
unplaced	NW_021937793.1
unplaced	NW_021937794.1
unplaced	NW_021937795.1
unplaced	NW_021937796.1
unplaced	NW_021937797.1
unplaced	NW_021937798.1
unplaced	NW_021937799.1
unplaced	NW_021937800.1
unplaced	NW_021937801.1
unplaced	NW_021937803.1
unplaced	NW_021937804.1
unplaced	NW_021937805.1
unplaced	NW_021937806.1
unplaced	NW_021937807.1
unplaced	NW_021937808.1
unplaced	NW_021937812.1
unplaced	NW_021937813.1
unplaced	NW_021937814.1
unplaced	NW_021937815.1
unplaced	NW_021937816.1
unplaced	NW_021937817.1
unplaced	NW_021937818.1
unplaced	NW_021937819.1
unplaced	NW_021937820.1
unplaced	NW_021937821.1
unplaced	NW_021937822.1
unplaced	NW_021937823.1
unplaced	NW_021937824.1
unplaced	NW_021937825.1
unplaced	NW_021937826.1
unplaced	NW_021937827.1
unplaced	NW_021937828.1
unplaced	NW_021937829.1
unplaced	NW_021937830.1
unplaced	NW_021937832.1
unplaced	NW_021937833.1
unplaced	NW_021937834.1
unplaced	NW_021937835.1
unplaced	NW_021937836.1
unplaced	NW_021937837.1
unplaced	NW_021937838.1
unplaced	NW_021937839.1
unplaced	NW_021937840.1
unplaced	NW_021937841.1
unplaced	NW_021937842.1
unplaced	NW_021937844.1
unplaced	NW_021937845.1
unplaced	NW_021937846.1
unplaced	NW_021937847.1
unplaced	NW_021937848.1
unplaced	NW_021937850.1
unplaced	NW_021937851.1
unplaced	NW_021937852.1
unplaced	NW_021937853.1
unplaced	NW_021937854.1
unplaced	NW_021937855.1
unplaced	NW_021937856.1
unplaced	NW_021937859.1
unplaced	NW_021937860.1
unplaced	NW_021937861.1
unplaced	NW_021937862.1
unplaced	NW_021937864.1
unplaced	NW_021937865.1
unplaced	NW_021937867.1
unplaced	NW_021937868.1
unplaced	NW_021937869.1
unplaced	NW_021937870.1
unplaced	NW_021937871.1
unplaced	NW_021937872.1
unplaced	NW_021937873.1
unplaced	NW_021937874.1
unplaced	NW_021937876.1
unplaced	NW_021937877.1
unplaced	NW_021937878.1
unplaced	NW_021937879.1
unplaced	NW_021937880.1
unplaced	NW_021937881.1
unplaced	NW_021937882.1
unplaced	NW_021937883.1
unplaced	NW_021937884.1
unplaced	NW_021937885.1
unplaced	NW_021937886.1
unplaced	NW_021937887.1
unplaced	NW_021937888.1
unplaced	NW_021937889.1
unplaced	NW_021937890.1
unplaced	NW_021937891.1
unplaced	NW_021937892.1
unplaced	NW_021937893.1
unplaced	NW_021937894.1
unplaced	NW_021937895.1
unplaced	NW_021937896.1
unplaced	NW_021937897.1
unplaced	NW_021937898.1
unplaced	NW_021937899.1
unplaced	NW_021937900.1
unplaced	NW_021937903.1
unplaced	NW_021937904.1
unplaced	NW_021937905.1
unplaced	NW_021937906.1
unplaced	NW_021937907.1
unplaced	NW_021937908.1
unplaced	NW_021937909.1
unplaced	NW_021937910.1
unplaced	NW_021937911.1
unplaced	NW_021937912.1
unplaced	NW_021937913.1
unplaced	NW_021937915.1
unplaced	NW_021937916.1
unplaced	NW_021937917.1
unplaced	NW_021937918.1
unplaced	NW_021937919.1
unplaced	NW_021937921.1
unplaced	NW_021937922.1
unplaced	NW_021937923.1
unplaced	NW_021937924.1
unplaced	NW_021937925.1
unplaced	NW_021937926.1
unplaced	NW_021937927.1
unplaced	NW_021937930.1
unplaced	NW_021937931.1
unplaced	NW_021937932.1
unplaced	NW_021937933.1
unplaced	NW_021937934.1
unplaced	NW_021937935.1
unplaced	NW_021937936.1
unplaced	NW_021937937.1
unplaced	NW_021937940.1
unplaced	NW_021937941.1
unplaced	NW_021937942.1
unplaced	NW_021937943.1
unplaced	NW_021937944.1
unplaced	NW_021937945.1
unplaced	NW_021937946.1
unplaced	NW_021937947.1
unplaced	NW_021937948.1
unplaced	NW_021937949.1
unplaced	NW_021937950.1
unplaced	NW_021937951.1
unplaced	NW_021937954.1
unplaced	NW_021937955.1
unplaced	NW_021937956.1
unplaced	NW_021937957.1
unplaced	NW_021937958.1
unplaced	NW_021937959.1
unplaced	NW_021937960.1
unplaced	NW_021937961.1
unplaced	NW_021937962.1
unplaced	NW_021937963.1
unplaced	NW_021937964.1
unplaced	NW_021937965.1
unplaced	NW_021937966.1
unplaced	NW_021937967.1
unplaced	NW_021937968.1
unplaced	NW_021937969.1
unplaced	NW_021937971.1
unplaced	NW_021937973.1
unplaced	NW_021937974.1
unplaced	NW_021937975.1
unplaced	NW_021937977.1
unplaced	NW_021937978.1
unplaced	NW_021937981.1
unplaced	NW_021937982.1
unplaced	NW_021937984.1
unplaced	NW_021937985.1
unplaced	NW_021937986.1
unplaced	NW_021937988.1
unplaced	NW_021937989.1
unplaced	NW_021937990.1
unplaced	NW_021937991.1
unplaced	NW_021937992.1
unplaced	NW_021937993.1
unplaced	NW_021937994.1
unplaced	NW_021937996.1
unplaced	NW_021937998.1
unplaced	NW_021937999.1
unplaced	NW_021938000.1
unplaced	NW_021938001.1
unplaced	NW_021938002.1
unplaced	NW_021938003.1
unplaced	NW_021938004.1
unplaced	NW_021938005.1
unplaced	NW_021938006.1
unplaced	NW_021938007.1
unplaced	NW_021938008.1
unplaced	NW_021938009.1
unplaced	NW_021938010.1
unplaced	NW_021938012.1
unplaced	NW_021938013.1
unplaced	NW_021938014.1
unplaced	NW_021938015.1
unplaced	NW_021938016.1
unplaced	NW_021938018.1
unplaced	NW_021938019.1
unplaced	NW_021938020.1
unplaced	NW_021938022.1
unplaced	NW_021938024.1
unplaced	NW_021938025.1
unplaced	NW_021938026.1
unplaced	NW_021938027.1
unplaced	NW_021938028.1
unplaced	NW_021938029.1
unplaced	NW_021938031.1
unplaced	NW_021938032.1
unplaced	NW_021938033.1
unplaced	NW_021938034.1
unplaced	NW_021938035.1
unplaced	NW_021938036.1
unplaced	NW_021938037.1
unplaced	NW_021938038.1
unplaced	NW_021938039.1
unplaced	NW_021938040.1
unplaced	NW_021938041.1
unplaced	NW_021938042.1
unplaced	NW_021938043.1
unplaced	NW_021938045.1
unplaced	NW_021938046.1
unplaced	NW_021938047.1
unplaced	NW_021938048.1
unplaced	NW_021938049.1
unplaced	NW_021938050.1
unplaced	NW_021938051.1
unplaced	NW_021938052.1
unplaced	NW_021938053.1
unplaced	NW_021938054.1
unplaced	NW_021938056.1
unplaced	NW_021938058.1
unplaced	NW_021938059.1
unplaced	NW_021938060.1
unplaced	NW_021938061.1
unplaced	NW_021938062.1
unplaced	NW_021938063.1
unplaced	NW_021938064.1
unplaced	NW_021938065.1
unplaced	NW_021938067.1
unplaced	NW_021938068.1
unplaced	NW_021938069.1
unplaced	NW_021938070.1
unplaced	NW_021938071.1
unplaced	NW_021938072.1
unplaced	NW_021938073.1
unplaced	NW_021938074.1
unplaced	NW_021938075.1
unplaced	NW_021938076.1
unplaced	NW_021938077.1
unplaced	NW_021938078.1
unplaced	NW_021938079.1
unplaced	NW_021938080.1
unplaced	NW_021938081.1
unplaced	NW_021938083.1
unplaced	NW_021938084.1
unplaced	NW_021938085.1
unplaced	NW_021938086.1
unplaced	NW_021938087.1
unplaced	NW_021938088.1
unplaced	NW_021938089.1
unplaced	NW_021938090.1
unplaced	NW_021938092.1
unplaced	NW_021938096.1
unplaced	NW_021938097.1
unplaced	NW_021938098.1
unplaced	NW_021938099.1
unplaced	NW_021938100.1
unplaced	NW_021938101.1
unplaced	NW_021938102.1
unplaced	NW_021938103.1
unplaced	NW_021938104.1
unplaced	NW_021938106.1
unplaced	NW_021938107.1
unplaced	NW_021938108.1
unplaced	NW_021938109.1
unplaced	NW_021938110.1
unplaced	NW_021938111.1
unplaced	NW_021938113.1
unplaced	NW_021938114.1
unplaced	NW_021938115.1
unplaced	NW_021938117.1
unplaced	NW_021938118.1
unplaced	NW_021938119.1
unplaced	NW_021938120.1
unplaced	NW_021938121.1
unplaced	NW_021938122.1
unplaced	NW_021938124.1
unplaced	NW_021938127.1
unplaced	NW_021938129.1
unplaced	NW_021938130.1
unplaced	NW_021938131.1
unplaced	NW_021938132.1
unplaced	NW_021938133.1
unplaced	NW_021938134.1
unplaced	NW_021938135.1
unplaced	NW_021938136.1
unplaced	NW_021938137.1
unplaced	NW_021938138.1
unplaced	NW_021938139.1
unplaced	NW_021938140.1
unplaced	NW_021938142.1
unplaced	NW_021938143.1
unplaced	NW_021938145.1
unplaced	NW_021938146.1
unplaced	NW_021938147.1
unplaced	NW_021938148.1
unplaced	NW_021938149.1
unplaced	NW_021938150.1
unplaced	NW_021938153.1
unplaced	NW_021938154.1
unplaced	NW_021938156.1
unplaced	NW_021938158.1
unplaced	NW_021938159.1
unplaced	NW_021938160.1
unplaced	NW_021938161.1
unplaced	NW_021938162.1
unplaced	NW_021938163.1
unplaced	NW_021938164.1
unplaced	NW_021938165.1
unplaced	NW_021938166.1
unplaced	NW_021938167.1
unplaced	NW_021938168.1
unplaced	NW_021938169.1
unplaced	NW_021938170.1
unplaced	NW_021938172.1
unplaced	NW_021938173.1
unplaced	NW_021938175.1
unplaced	NW_021938176.1
unplaced	NW_021938177.1
unplaced	NW_021938178.1
unplaced	NW_021938179.1
unplaced	NW_021938180.1
unplaced	NW_021938181.1
unplaced	NW_021938182.1
unplaced	NW_021938183.1
unplaced	NW_021938184.1
unplaced	NW_021938185.1
unplaced	NW_021938186.1
unplaced	NW_021938187.1
unplaced	NW_021938189.1
unplaced	NW_021938190.1
unplaced	NW_021938191.1
unplaced	NW_021938192.1
unplaced	NW_021938193.1
unplaced	NW_021938194.1
unplaced	NW_021938195.1
unplaced	NW_021938196.1
unplaced	NW_021938197.1
unplaced	NW_021938198.1
unplaced	NW_021938199.1
unplaced	NW_021938201.1
unplaced	NW_021938202.1
unplaced	NW_021938203.1
unplaced	NW_021938204.1
unplaced	NW_021938205.1
unplaced	NW_021938206.1
unplaced	NW_021938207.1
unplaced	NW_021938210.1
unplaced	NW_021938211.1
unplaced	NW_021938213.1
unplaced	NW_021938214.1
unplaced	NW_021938215.1
unplaced	NW_021938216.1
unplaced	NW_021938217.1
unplaced	NW_021938218.1
unplaced	NW_021938219.1
unplaced	NW_021938220.1
unplaced	NW_021938221.1
unplaced	NW_021938222.1
unplaced	NW_021938223.1
unplaced	NW_021938224.1
unplaced	NW_021938225.1
unplaced	NW_021938226.1
unplaced	NW_021938227.1
unplaced	NW_021938228.1
unplaced	NW_021938229.1
unplaced	NW_021938230.1
unplaced	NW_021938231.1
unplaced	NW_021938232.1
unplaced	NW_021938233.1
unplaced	NW_021938234.1
unplaced	NW_021938235.1
unplaced	NW_021938236.1
unplaced	NW_021938237.1
unplaced	NW_021938238.1
unplaced	NW_021938239.1
unplaced	NW_021938240.1
unplaced	NW_021938243.1
unplaced	NW_021938244.1
unplaced	NW_021938245.1
unplaced	NW_021938246.1
unplaced	NW_021938248.1
unplaced	NW_021938249.1
unplaced	NW_021938250.1
unplaced	NW_021938252.1
unplaced	NW_021938253.1
unplaced	NW_021938254.1
unplaced	NW_021938255.1
unplaced	NW_021938256.1
unplaced	NW_021938257.1
unplaced	NW_021938260.1
unplaced	NW_021938262.1
unplaced	NW_021938263.1
unplaced	NW_021938264.1
unplaced	NW_021938265.1
unplaced	NW_021938267.1
unplaced	NW_021938268.1
unplaced	NW_021938269.1
unplaced	NW_021938270.1
unplaced	NW_021938271.1
unplaced	NW_021938272.1
unplaced	NW_021938273.1
unplaced	NW_021938274.1
unplaced	NW_021938275.1
unplaced	NW_021938276.1
unplaced	NW_021938277.1
unplaced	NW_021938278.1
unplaced	NW_021938279.1
unplaced	NW_021938281.1
unplaced	NW_021938282.1
unplaced	NW_021938283.1
unplaced	NW_021938284.1
unplaced	NW_021938285.1
unplaced	NW_021938286.1
unplaced	NW_021938287.1
unplaced	NW_021938288.1
unplaced	NW_021938289.1
unplaced	NW_021938290.1
unplaced	NW_021938291.1
unplaced	NW_021938293.1
unplaced	NW_021938294.1
unplaced	NW_021938295.1
unplaced	NW_021938296.1
unplaced	NW_021938297.1
unplaced	NW_021938298.1
unplaced	NW_021938299.1
unplaced	NW_021938300.1
unplaced	NW_021938301.1
unplaced	NW_021938302.1
unplaced	NW_021938303.1
unplaced	NW_021938304.1
unplaced	NW_021938305.1
unplaced	NW_021938306.1
unplaced	NW_021938307.1
unplaced	NW_021938308.1
unplaced	NW_021938309.1
unplaced	NW_021938310.1
unplaced	NW_021938311.1
unplaced	NW_021938312.1
unplaced	NW_021938313.1
unplaced	NW_021938315.1
unplaced	NW_021938317.1
unplaced	NW_021938318.1
unplaced	NW_021938320.1
unplaced	NW_021938321.1
unplaced	NW_021938322.1
unplaced	NW_021938323.1
unplaced	NW_021938324.1
unplaced	NW_021938325.1
unplaced	NW_021938327.1
unplaced	NW_021938328.1
unplaced	NW_021938329.1
unplaced	NW_021938330.1
unplaced	NW_021938331.1
unplaced	NW_021938332.1
unplaced	NW_021938333.1
unplaced	NW_021938334.1
unplaced	NW_021938335.1
unplaced	NW_021938336.1
unplaced	NW_021938337.1
unplaced	NW_021938338.1
unplaced	NW_021938339.1
unplaced	NW_021938340.1
unplaced	NW_021938341.1
unplaced	NW_021938342.1
unplaced	NW_021938344.1
unplaced	NW_021938347.1
unplaced	NW_021938348.1
unplaced	NW_021938351.1
unplaced	NW_021938352.1
unplaced	NW_021938353.1
unplaced	NW_021938354.1
unplaced	NW_021938355.1
unplaced	NW_021938356.1
unplaced	NW_021938357.1
unplaced	NW_021938358.1
unplaced	NW_021938359.1
unplaced	NW_021938360.1
unplaced	NW_021938361.1
unplaced	NW_021938363.1
unplaced	NW_021938365.1
unplaced	NW_021938366.1
unplaced	NW_021938367.1
unplaced	NW_021938369.1
unplaced	NW_021938370.1
unplaced	NW_021938371.1
unplaced	NW_021938373.1
unplaced	NW_021938374.1
unplaced	NW_021938375.1
unplaced	NW_021938376.1
unplaced	NW_021938377.1
unplaced	NW_021938378.1
unplaced	NW_021938379.1
unplaced	NW_021938380.1
unplaced	NW_021938382.1
unplaced	NW_021938383.1
unplaced	NW_021938384.1
unplaced	NW_021938385.1
unplaced	NW_021938386.1
unplaced	NW_021938387.1
unplaced	NW_021938388.1
unplaced	NW_021938389.1
unplaced	NW_021938390.1
unplaced	NW_021938391.1
unplaced	NW_021938392.1
unplaced	NW_021938393.1
unplaced	NW_021938394.1
unplaced	NW_021938395.1
unplaced	NW_021938396.1
unplaced	NW_021938397.1
unplaced	NW_021938398.1
unplaced	NW_021938399.1
unplaced	NW_021938400.1
unplaced	NW_021938401.1
unplaced	NW_021938402.1
unplaced	NW_021938403.1
unplaced	NW_021938405.1
unplaced	NW_021938406.1
unplaced	NW_021938408.1
unplaced	NW_021938409.1
unplaced	NW_021938410.1
unplaced	NW_021938411.1
unplaced	NW_021938412.1
unplaced	NW_021938413.1
unplaced	NW_021938414.1
unplaced	NW_021938415.1
unplaced	NW_021938416.1
unplaced	NW_021938417.1
unplaced	NW_021938418.1
unplaced	NW_021938419.1
unplaced	NW_021938420.1
unplaced	NW_021938421.1
unplaced	NW_021938422.1
unplaced	NW_021938424.1
unplaced	NW_021938425.1
unplaced	NW_021938426.1
unplaced	NW_021938427.1
unplaced	NW_021938429.1
unplaced	NW_021938430.1
unplaced	NW_021938431.1
unplaced	NW_021938432.1
unplaced	NW_021938433.1
unplaced	NW_021938434.1
unplaced	NW_021938435.1
unplaced	NW_021938436.1
unplaced	NW_021938438.1
unplaced	NW_021938441.1
unplaced	NW_021938443.1
unplaced	NW_021938446.1
unplaced	NW_021938448.1
unplaced	NW_021938450.1
unplaced	NW_021938451.1
unplaced	NW_021938452.1
unplaced	NW_021938453.1
unplaced	NW_021938454.1
unplaced	NW_021938456.1
unplaced	NW_021938458.1
unplaced	NW_021938459.1
unplaced	NW_021938460.1
unplaced	NW_021938461.1
unplaced	NW_021938463.1
unplaced	NW_021938464.1
unplaced	NW_021938465.1
unplaced	NW_021938466.1
unplaced	NW_021938468.1
unplaced	NW_021938469.1
unplaced	NW_021938470.1
unplaced	NW_021938473.1
unplaced	NW_021938474.1
unplaced	NW_021938475.1
unplaced	NW_021938476.1
unplaced	NW_021938477.1
unplaced	NW_021938478.1
unplaced	NW_021938479.1
unplaced	NW_021938480.1
unplaced	NW_021938481.1
unplaced	NW_021938482.1
unplaced	NW_021938483.1
unplaced	NW_021938485.1
unplaced	NW_021938486.1
unplaced	NW_021938487.1
unplaced	NW_021938488.1
unplaced	NW_021938489.1
unplaced	NW_021938490.1
unplaced	NW_021938491.1
unplaced	NW_021938492.1
unplaced	NW_021938493.1
unplaced	NW_021938494.1
unplaced	NW_021938495.1
unplaced	NW_021938497.1
unplaced	NW_021938498.1
unplaced	NW_021938499.1
unplaced	NW_021938500.1
unplaced	NW_021938501.1
unplaced	NW_021938503.1
unplaced	NW_021938504.1
unplaced	NW_021938505.1
unplaced	NW_021938506.1
unplaced	NW_021938511.1
unplaced	NW_021938512.1
unplaced	NW_021938513.1
unplaced	NW_021938514.1
unplaced	NW_021938515.1
unplaced	NW_021938516.1
unplaced	NW_021938518.1
unplaced	NW_021938519.1
unplaced	NW_021938520.1
unplaced	NW_021938521.1
unplaced	NW_021938522.1
unplaced	NW_021938523.1
unplaced	NW_021938524.1
unplaced	NW_021938525.1
unplaced	NW_021938526.1
unplaced	NW_021938527.1
unplaced	NW_021938528.1
unplaced	NW_021938529.1
unplaced	NW_021938530.1
unplaced	NW_021938531.1
unplaced	NW_021938532.1
unplaced	NW_021938533.1
unplaced	NW_021938534.1
unplaced	NW_021938536.1
unplaced	NW_021938537.1
unplaced	NW_021938538.1
unplaced	NW_021938539.1
unplaced	NW_021938541.1
unplaced	NW_021938542.1
unplaced	NW_021938543.1
unplaced	NW_021938544.1
unplaced	NW_021938545.1
unplaced	NW_021938546.1
unplaced	NW_021938547.1
unplaced	NW_021938548.1
unplaced	NW_021938549.1
unplaced	NW_021938550.1
unplaced	NW_021938552.1
unplaced	NW_021938553.1
unplaced	NW_021938554.1
unplaced	NW_021938555.1
unplaced	NW_021938556.1
unplaced	NW_021938557.1
unplaced	NW_021938558.1
unplaced	NW_021938560.1
unplaced	NW_021938563.1
unplaced	NW_021938564.1
unplaced	NW_021938565.1
unplaced	NW_021938570.1
unplaced	NW_021938573.1
unplaced	NW_021938574.1
unplaced	NW_021938575.1
unplaced	NW_021938576.1
unplaced	NW_021938577.1
unplaced	NW_021938578.1
unplaced	NW_021938579.1
unplaced	NW_021938580.1
unplaced	NW_021938584.1
unplaced	NW_021938587.1
unplaced	NW_021938589.1
unplaced	NW_021938590.1
unplaced	NW_021938591.1
unplaced	NW_021938593.1
unplaced	NW_021938594.1
unplaced	NW_021938595.1
unplaced	NW_021938596.1
unplaced	NW_021938597.1
unplaced	NW_021938598.1
unplaced	NW_021938599.1
unplaced	NW_021938600.1
unplaced	NW_021938601.1
unplaced	NW_021938602.1
unplaced	NW_021938603.1
unplaced	NW_021938604.1
unplaced	NW_021938605.1
unplaced	NW_021938607.1
unplaced	NW_021938608.1
unplaced	NW_021938609.1
unplaced	NW_021938610.1
unplaced	NW_021938611.1
unplaced	NW_021938612.1
unplaced	NW_021938613.1
unplaced	NW_021938614.1
unplaced	NW_021938615.1
unplaced	NW_021938616.1
unplaced	NW_021938617.1
unplaced	NW_021938619.1
unplaced	NW_021938620.1
unplaced	NW_021938624.1
unplaced	NW_021938625.1
unplaced	NW_021938626.1
unplaced	NW_021938627.1
unplaced	NW_021938628.1
unplaced	NW_021938629.1
unplaced	NW_021938631.1
unplaced	NW_021938632.1
unplaced	NW_021938633.1
unplaced	NW_021938634.1
unplaced	NW_021938635.1
unplaced	NW_021938636.1
unplaced	NW_021938638.1
unplaced	NW_021938639.1
unplaced	NW_021938642.1
unplaced	NW_021938644.1
unplaced	NW_021938645.1
unplaced	NW_021938646.1
unplaced	NW_021938647.1
unplaced	NW_021938648.1
unplaced	NW_021938649.1
unplaced	NW_021938650.1
unplaced	NW_021938651.1
unplaced	NW_021938652.1
unplaced	NW_021938653.1
unplaced	NW_021938654.1
unplaced	NW_021938655.1
unplaced	NW_021938656.1
unplaced	NW_021938657.1
unplaced	NW_021938658.1
unplaced	NW_021938659.1
unplaced	NW_021938660.1
unplaced	NW_021938661.1
unplaced	NW_021938662.1
unplaced	NW_021938664.1
unplaced	NW_021938666.1
unplaced	NW_021938667.1
unplaced	NW_021938668.1
unplaced	NW_021938669.1
unplaced	NW_021938670.1
unplaced	NW_021938671.1
unplaced	NW_021938672.1
unplaced	NW_021938674.1
unplaced	NW_021938676.1
unplaced	NW_021938678.1
unplaced	NW_021938679.1
unplaced	NW_021938680.1
unplaced	NW_021938681.1
unplaced	NW_021938684.1
unplaced	NW_021938685.1
unplaced	NW_021938686.1
unplaced	NW_021938687.1
unplaced	NW_021938688.1
unplaced	NW_021938689.1
unplaced	NW_021938690.1
unplaced	NW_021938693.1
unplaced	NW_021938694.1
unplaced	NW_021938695.1
unplaced	NW_021938697.1
unplaced	NW_021938698.1
unplaced	NW_021938700.1
unplaced	NW_021938701.1
unplaced	NW_021938702.1
unplaced	NW_021938703.1
unplaced	NW_021938704.1
unplaced	NW_021938705.1
unplaced	NW_021938706.1
unplaced	NW_021938707.1
unplaced	NW_021938708.1
unplaced	NW_021938709.1
unplaced	NW_021938710.1
unplaced	NW_021938711.1
unplaced	NW_021938712.1
unplaced	NW_021938713.1
unplaced	NW_021938714.1
unplaced	NW_021938715.1
unplaced	NW_021938716.1
unplaced	NW_021938717.1
unplaced	NW_021938718.1
unplaced	NW_021938719.1
unplaced	NW_021938720.1
unplaced	NW_021938721.1
unplaced	NW_021938722.1
unplaced	NW_021938723.1
unplaced	NW_021938726.1
unplaced	NW_021938727.1
unplaced	NW_021938728.1
unplaced	NW_021938729.1
unplaced	NW_021938730.1
unplaced	NW_021938731.1
unplaced	NW_021938732.1
unplaced	NW_021938733.1
unplaced	NW_021938734.1
unplaced	NW_021938735.1
unplaced	NW_021938738.1
unplaced	NW_021938739.1
unplaced	NW_021938740.1
unplaced	NW_021938741.1
unplaced	NW_021938742.1
unplaced	NW_021938743.1
unplaced	NW_021938744.1
unplaced	NW_021938745.1
unplaced	NW_021938746.1
unplaced	NW_021938747.1
unplaced	NW_021938748.1
unplaced	NW_021938753.1
unplaced	NW_021938754.1
unplaced	NW_021938755.1
unplaced	NW_021938756.1
unplaced	NW_021938757.1
unplaced	NW_021938758.1
unplaced	NW_021938759.1
unplaced	NW_021938760.1
unplaced	NW_021938761.1
unplaced	NW_021938762.1
unplaced	NW_021938763.1
unplaced	NW_021938764.1
unplaced	NW_021938765.1
unplaced	NW_021938766.1
unplaced	NW_021938767.1
unplaced	NW_021938768.1
unplaced	NW_021938769.1
unplaced	NW_021938770.1
unplaced	NW_021938771.1
unplaced	NW_021938772.1
unplaced	NW_021938773.1
unplaced	NW_021938774.1
unplaced	NW_021938775.1
unplaced	NW_021938776.1
unplaced	NW_021938777.1
unplaced	NW_021938779.1
unplaced	NW_021938780.1
unplaced	NW_021938783.1
unplaced	NW_021938784.1
unplaced	NW_021938785.1
unplaced	NW_021938786.1
unplaced	NW_021938787.1
unplaced	NW_021938788.1
unplaced	NW_021938790.1
unplaced	NW_021938791.1
unplaced	NW_021938792.1
unplaced	NW_021938795.1
unplaced	NW_021938796.1
unplaced	NW_021938797.1
unplaced	NW_021938798.1
unplaced	NW_021938800.1
unplaced	NW_021938801.1
unplaced	NW_021938803.1
unplaced	NW_021938804.1
unplaced	NW_021938805.1
unplaced	NW_021938806.1
unplaced	NW_021938807.1
unplaced	NW_021938809.1
unplaced	NW_021938811.1
unplaced	NW_021938812.1
unplaced	NW_021938813.1
unplaced	NW_021938815.1
unplaced	NW_021938817.1
unplaced	NW_021938818.1
unplaced	NW_021938819.1
unplaced	NW_021938820.1
unplaced	NW_021938822.1
unplaced	NW_021938823.1
unplaced	NW_021938825.1
unplaced	NW_021938826.1
unplaced	NW_021938828.1
unplaced	NW_021938829.1
unplaced	NW_021938831.1
unplaced	NW_021938832.1
unplaced	NW_021938833.1
unplaced	NW_021938836.1
unplaced	NW_021938839.1
unplaced	NW_021938840.1
unplaced	NW_021938841.1
unplaced	NW_021938842.1
unplaced	NW_021938843.1
unplaced	NW_021938844.1
unplaced	NW_021938846.1
unplaced	NW_021938847.1
unplaced	NW_021938848.1
unplaced	NW_021938849.1
unplaced	NW_021938851.1
unplaced	NW_021938852.1
unplaced	NW_021938854.1
unplaced	NW_021938855.1
unplaced	NW_021938856.1
unplaced	NW_021938859.1
unplaced	NW_021938860.1
unplaced	NW_021938862.1
unplaced	NW_021938863.1
unplaced	NW_021938864.1
unplaced	NW_021938867.1
unplaced	NW_021938869.1
unplaced	NW_021938871.1
unplaced	NW_021938872.1
unplaced	NW_021938873.1
unplaced	NW_021938874.1
unplaced	NW_021938875.1
unplaced	NW_021938876.1
unplaced	NW_021938878.1
unplaced	NW_021938879.1
unplaced	NW_021938880.1
unplaced	NW_021938881.1
unplaced	NW_021938882.1
unplaced	NW_021938883.1
unplaced	NW_021938884.1
unplaced	NW_021938886.1
unplaced	NW_021938887.1
unplaced	NW_021938888.1
